shift_id,worker_id,extracted_at,shift_duration_hours,shift_start_hour,is_night_shift,day_of_week,total_upi_amount,total_pos_amount,total_digital_amount,upi_transaction_count,pos_transaction_count,avg_transaction_amount,max_transaction_amount,total_volume_dispensed,expected_cash_from_volume,nozzle_count_active,worker_avg_variance,worker_variance_std,worker_shift_count,worker_flagged_rate,label,scenario
c5f2e4e6-ef99-497a-8e46-1aeb05beda4a,394361ec-9397-4d5e-8c10-3aacc6f3067c,2026-04-20T11:28:18.675086,9.91,15,False,6,14936.09,7069.54,22005.63,10,6,1375.35,3151.63,250.3,25030.0,2,775.05,375.12,29,0.196,nozzle,nozzle_issues
d37f1b2a-6d7c-4f31-b384-348c973588ab,1ae334c9-8252-4204-b81b-2933fe18435f,2026-04-20T11:28:18.675114,7.25,16,False,5,62380.0,67417.58,129797.58,30,12,3090.42,4833.5,1248.1,124810.0,3,117.66,23.01,24,0.0011,unknown,normal
3c428a7e-0567-494e-8139-c93a324c24fd,f0580d1e-0d7f-4f5d-9e84-fc296464c15c,2026-04-20T11:28:18.675140,6.24,6,False,0,51437.85,78718.04,130155.89,31,10,3174.53,7709.26,1831.56,183156.0,4,4031.73,1823.57,45,0.4593,worker,suspicious_worker
5a6fdf0d-29eb-404c-a029-569b23b5490e,dd5189e0-a9cd-4180-a645-1f807887b7d7,2026-04-20T11:28:18.675168,7.63,6,False,0,72805.85,83954.34,156760.19,18,26,3562.73,7672.18,1590.78,159078.0,3,12.12,72.82,16,0.0373,unknown,normal
70fb0766-a3f3-4f6e-9fbd-604678a645d1,15fd2db4-9868-460e-bfd0-89e53e7c12be,2026-04-20T11:28:18.675193,7.79,14,False,1,74016.69,36570.49,110587.18,43,30,1514.89,3577.18,1134.25,113425.0,3,10.12,99.93,10,0.1453,unknown,normal
61eee005-b1dc-4473-9db9-7e2128679a61,7d3793af-b99e-497b-90dd-50c3165531f7,2026-04-20T11:28:18.675222,11.39,23,True,3,16233.88,34447.56,50681.44,3,3,8446.91,26497.28,788.51,78851.0,3,750.85,805.66,19,0.1856,time_window,night_anomaly
e652a6bc-868e-4588-ba46-c82d5977c17a,9bf7ff6a-da80-4915-8e1c-4f88a53a6083,2026-04-20T11:28:18.675247,8.92,15,False,5,50328.05,69877.54,120205.59,40,3,2795.48,8829.13,1662.09,166209.0,3,4117.91,585.75,45,0.5763,worker,suspicious_worker
6aa66a15-d086-4bac-adbd-c1de356526dd,82c090b1-92cb-4b33-ad94-3995016c9c3b,2026-04-20T11:28:18.675274,8.63,2,True,0,14621.82,51723.91,66345.73,6,7,5103.52,12042.57,1081.07,108107.0,4,718.57,635.07,24,0.1246,time_window,night_anomaly
c5c19cad-a619-49b6-a2a7-df520b1461ea,26a4aa6b-4080-4253-a2b6-e9f67a23ffda,2026-04-20T11:28:18.675299,8.26,8,False,2,33372.18,51013.01,84385.19,22,5,3125.38,10449.33,1045.11,104511.0,5,3100.29,1893.53,19,0.3542,worker,suspicious_worker
562954d1-884f-49c3-97ca-09ac452799fc,ee0df9ca-e2a3-4538-8a20-ca57bfb74f66,2026-04-20T11:28:18.675323,8.25,6,False,0,39579.05,72548.41,112127.46,21,4,4485.1,16857.43,1445.16,144516.0,5,2497.46,1157.28,49,0.6666,worker,suspicious_worker
d33f7de4-0f06-48c6-be7f-560259641860,05737cd2-720f-45fd-86e5-b39e3365819e,2026-04-20T11:28:18.675348,9.95,16,False,4,27946.06,38631.58,66577.64,31,4,1902.22,7376.54,809.39,80939.0,4,2425.63,1834.57,50,0.42,worker,suspicious_worker
c274a8b3-098f-41b3-968b-e60267a1f7a4,68663e19-a328-4e5f-9ad8-0fb40520b6c6,2026-04-20T11:28:18.675373,6.84,8,False,1,84481.41,83753.42,168234.83,31,6,4546.89,7240.01,1625.0,162500.0,6,165.87,4.41,31,0.1157,unknown,normal
76e833c6-be19-45c1-bf9b-29901fb29e6a,8a989e85-c97f-4463-a1c8-9c0d6c5a3b52,2026-04-20T11:28:18.675398,7.05,16,False,3,33948.33,77772.37,111720.7,12,14,4296.95,16362.17,1462.02,146202.0,3,4421.08,1373.76,24,0.5434,worker,suspicious_worker
2f6d41db-30c6-429b-8468-b40dc53acc50,5b87fd84-4cbb-4dbb-87a2-4dc880b6d44d,2026-04-20T11:28:18.675423,7.46,6,False,2,34989.72,67584.11,102573.83,50,18,1508.44,3731.63,1052.09,105209.0,4,185.15,23.67,20,0.1464,unknown,normal
b87c47d2-206b-473d-83a4-ed509b6a3e01,4f219420-5bf4-409e-a8f5-48f79a799da5,2026-04-20T11:28:18.675451,9.53,6,False,1,27929.86,13612.25,41542.11,12,6,2307.89,4012.95,494.63,49463.0,1,367.78,63.55,20,0.0945,nozzle,nozzle_issues
7c2e9477-4ce5-471c-9ee5-ba965f2543d4,b84c5998-8163-41af-aeee-65ad0eb877c1,2026-04-20T11:28:18.675476,7.84,8,False,6,13265.66,29600.66,42866.32,11,8,2256.12,4495.08,518.14,51814.0,1,776.82,147.69,25,0.1519,nozzle,nozzle_issues
2ca338b2-f258-4554-8952-b4bd4a2562e5,3b4fdc7f-49ea-4e4f-8f88-46170370261b,2026-04-20T11:28:18.675501,9.37,8,False,0,29472.07,49876.13,79348.2,40,7,1688.26,3505.7,938.41,93841.0,6,2709.9,1679.64,42,0.6228,worker,suspicious_worker
4727250f-a218-4ca9-ab08-0f1ca7d61a54,c60bab69-f55e-4e30-94eb-2a164a936c7b,2026-04-20T11:28:18.675527,7.54,15,False,1,33939.01,78936.47,112875.48,49,26,1505.01,3340.26,1105.67,110567.0,4,72.84,7.0,31,0.0935,unknown,normal
0da3bd39-70b4-4831-967e-6980e309080a,2cf5c9e9-91ed-4b6a-b2c2-8272120945b4,2026-04-20T11:28:18.675557,6.5,8,False,4,41096.48,48057.6,89154.08,19,11,2971.8,6700.15,1171.14,117114.0,6,3827.25,1068.72,26,0.627,worker,suspicious_worker
8eb9125a-2724-41c3-a337-76fa69217df8,70635a47-34d4-4210-9b89-ad36379257b8,2026-04-20T11:28:18.675583,8.19,6,False,2,60449.25,53178.46,113627.71,56,15,1600.39,3144.75,1144.3,114430.0,6,135.13,51.12,20,0.0988,unknown,normal
1e9ef244-af86-4bda-b05b-326d9f39e2fe,459927ed-553e-43c9-9362-a25f5e7274f0,2026-04-20T11:28:18.675610,8.66,15,False,2,37554.42,57774.09,95328.51,34,12,2072.36,4780.03,912.06,91206.0,4,4.89,24.48,40,0.0917,unknown,normal
e4aedff0-24f6-4e86-be83-48d743936921,62816590-b90a-4b33-9d00-d421191c0595,2026-04-20T11:28:18.675635,7.82,16,False,4,12216.16,12326.56,24542.72,12,4,1533.92,3810.39,277.77,27777.0,1,724.86,351.15,8,0.2057,nozzle,nozzle_issues
8d8b56d0-8914-42cd-b250-6e496fea2be1,09880dc3-2ace-4d33-a528-7ca3c5e37271,2026-04-20T11:28:18.675658,9.22,16,False,4,91060.71,45464.55,136525.26,22,19,3329.88,5438.82,1357.46,135746.0,6,133.52,98.79,48,0.0476,unknown,normal
a6547408-6623-43b6-b891-3940f6f327e4,52697693-8ea5-4690-b395-741127508d62,2026-04-20T11:28:18.675683,7.77,16,False,4,16116.16,17573.89,33690.05,10,9,1773.16,3856.81,370.7,37070.0,1,687.9,147.06,29,0.1543,nozzle,nozzle_issues
451d04b3-6351-4f22-bd5c-12b0d64ffe83,7b876b2d-98bc-47fa-b9fd-e7e4ffd1e32f,2026-04-20T11:28:18.675707,7.1,6,False,5,36224.19,48434.74,84658.93,27,4,2730.93,6217.64,1142.87,114287.0,4,2840.62,729.21,28,0.3789,worker,suspicious_worker
2b8e8682-a3a9-4094-af6b-07c5178382a6,1a1bde72-ac91-414d-bbc4-5659676ae74c,2026-04-20T11:28:18.675731,8.17,14,False,0,68829.99,35152.95,103982.94,52,27,1316.24,2000.07,1048.2,104820.0,6,95.4,94.27,29,0.113,unknown,normal
11b6a9a0-438d-4411-a9b6-abc30ecaeba9,f4dd2f7c-1aaa-4397-870f-0c81c1026c49,2026-04-20T11:28:18.675756,11.81,1,True,4,26966.04,43815.47,70781.51,6,8,5055.82,13439.71,998.01,99801.0,3,1125.59,449.97,26,0.3037,time_window,night_anomaly
c4753a04-f420-4671-b8f2-e4a46eea7120,f7574757-b55c-4871-955a-9daef7dae873,2026-04-20T11:28:18.675779,6.66,14,False,1,131468.41,66893.17,198361.58,52,23,2644.82,5720.75,1976.87,197687.0,3,128.55,13.57,39,0.0273,unknown,normal
d272de59-b4fe-4f96-acdc-8853e72ef577,0acb8766-b130-4aa3-9df8-e01140680514,2026-04-20T11:28:18.675804,7.31,14,False,2,51443.54,73631.12,125074.66,41,13,2316.2,5408.12,1205.0,120500.0,6,3.88,53.94,32,0.0336,unknown,normal
d6c11dd2-af13-4e79-b036-2ec81e8ec66e,447e8fd5-56cd-4e51-8105-fc85714c12ca,2026-04-20T11:28:18.675828,9.83,6,False,6,51877.61,29730.54,81608.15,54,9,1295.37,2252.06,837.24,83724.0,6,133.89,56.4,23,0.0698,unknown,normal
ae8d9d2e-caf8-45ff-86fb-859d7d4a208b,da105697-80e6-4fd8-b6d2-38bd9183f101,2026-04-20T11:28:18.675854,7.48,15,False,4,122174.53,77745.59,199920.12,25,14,5126.16,8243.37,1956.48,195648.0,3,185.78,57.58,34,0.0595,unknown,normal
a5be2964-2421-4c8b-88ba-a06b12b95ad1,b75d8f27-db3f-4134-b51f-a0297272268b,2026-04-20T11:28:18.675878,6.3,16,False,6,67635.68,43425.94,111061.62,37,13,2221.23,7109.76,1552.69,155269.0,3,4286.8,1348.9,17,0.5062,worker,suspicious_worker
ef2239a5-b58f-4569-93e5-b73aeb8fba8e,732d4e14-271e-456a-8cd6-778529b8d340,2026-04-20T11:28:18.675905,7.48,15,False,5,78727.27,46448.78,125176.05,21,18,3209.64,7898.24,1209.48,120948.0,6,141.46,43.55,43,0.1448,unknown,normal
ff6f6053-2b11-4b45-8ee6-4768981c11a5,4381637d-0891-4a09-8b96-77ef5d108fe4,2026-04-20T11:28:18.675929,9.23,15,False,6,81237.72,55893.08,137130.8,32,15,2917.68,6861.55,1380.2,138020.0,3,55.79,45.08,39,0.0855,unknown,normal
4af3a0e4-aa2a-486a-9579-d1d74e3161b2,833bf08f-930f-476d-b7e7-bbd6608c3f37,2026-04-20T11:28:18.675953,7.35,14,False,6,40659.46,51344.85,92004.31,18,8,3538.63,9056.48,1190.02,119002.0,5,3445.27,1274.94,27,0.3885,worker,suspicious_worker
f09ba9ce-f6b9-47b0-8a23-af0fbacc212f,a66e386b-a484-44a3-b054-2973ceb7ca4c,2026-04-20T11:28:18.675982,7.95,7,False,5,53023.56,57610.49,110634.05,10,4,7902.43,20455.21,1371.31,137131.0,6,3921.26,959.31,38,0.563,worker,suspicious_worker
5aed4742-270f-41ec-95be-055ae6790650,70162e00-d787-420f-b307-5694da6e4bc6,2026-04-20T11:28:18.676007,7.7,16,False,4,49870.98,72252.09,122123.07,31,12,2840.07,4602.78,1196.95,119695.0,4,63.11,74.29,21,0.0287,unknown,normal
4a258394-45ba-40f7-8440-e8f5c9a98b8c,894e3966-e52e-4bdd-b118-51457a68ccea,2026-04-20T11:28:18.676031,7.11,15,False,6,36109.14,70028.51,106137.65,16,7,4614.68,11328.88,1429.56,142956.0,4,2557.94,1562.03,23,0.4734,worker,suspicious_worker
a3e7f7a6-b66a-4c18-b2f9-ae652faac9a9,345335c2-fabe-41a2-a9f6-73842fdfd922,2026-04-20T11:28:18.676067,8.19,22,True,1,1414.35,113897.42,115311.77,36,30,1747.15,9274.62,1913.61,191361.0,5,921.82,154.13,60,0.8617,unknown,random_noise
3b0542ed-f3c3-4e9e-8f38-98d642921e68,a1c8b0cf-f701-42d1-86c5-a83581a37103,2026-04-20T11:28:18.676093,6.26,14,False,0,54834.25,97191.4,152025.65,51,14,2338.86,3707.52,1492.43,149243.0,4,23.69,76.44,48,0.0894,unknown,normal
ede0609c-91ec-44ed-bde7-aa060f13ec10,a37ff9fe-e4c6-48eb-928f-730f0ea60170,2026-04-20T11:28:18.676117,9.1,14,False,3,75356.61,65388.99,140745.6,23,7,4691.52,14718.51,1890.21,189021.0,3,3633.71,1610.13,28,0.6315,worker,suspicious_worker
8306a4a9-ffbd-4fea-908c-26df78cf0918,91ed6bf8-7bcc-4f2e-803c-c82675135e57,2026-04-20T11:28:18.676145,6.32,7,False,1,65440.57,75775.6,141216.17,59,24,1701.4,3351.61,1462.39,146239.0,3,46.3,70.7,39,0.0107,unknown,normal
817dd8eb-425f-46dc-8982-41e6c7c9e407,a8b4ae87-b32d-4d04-a930-01735d6fda46,2026-04-20T11:28:18.676169,7.06,16,False,4,78147.76,88104.4,166252.16,49,12,2725.45,5853.27,1593.42,159342.0,5,165.33,7.14,20,0.1189,unknown,normal
d68d5e72-9751-4bfc-b1dc-8776fff48ec0,a1071858-0a31-47e1-8dcd-5051e1614ebd,2026-04-20T11:28:18.676194,9.3,8,False,3,56083.22,40629.75,96712.97,32,21,1824.77,3722.5,949.22,94922.0,6,16.09,3.99,37,0.1102,unknown,normal
6efa3bb8-76c0-4b73-a075-fbfc58d180cc,1a27db96-e514-45d3-9db8-d1dc2cf02b14,2026-04-20T11:28:18.676219,6.1,7,False,5,96453.66,45324.39,141778.05,34,13,3016.55,10988.82,1803.15,180315.0,3,4170.88,762.79,48,0.6432,worker,suspicious_worker
d316d3d9-2d07-4891-a155-b07be37aa8fd,9c841481-9bb8-4d7c-a3a0-f5f0f0a15a53,2026-04-20T11:28:18.676245,8.73,2,True,3,14414.95,48982.92,63397.87,8,7,4226.52,12679.24,907.83,90783.0,4,477.82,244.74,18,0.3081,time_window,night_anomaly
2ae9a8e5-1b7b-4dac-9690-fd2e2606eb61,60cb3e53-a86f-4809-9a22-1a035bd4a656,2026-04-20T11:28:18.676270,9.78,15,False,0,56704.4,75378.39,132082.79,40,21,2165.29,5034.14,1345.79,134579.0,3,131.53,54.26,36,0.0081,unknown,normal
31e4dd24-f3e2-49d2-9354-58a72a83400f,43141e94-9f71-4d5f-80f3-bbb33829b38b,2026-04-20T11:28:18.676295,8.49,14,False,5,51698.77,75380.65,127079.42,23,14,3434.58,6656.61,1330.45,133045.0,6,24.29,97.31,48,0.1199,unknown,normal
2fdcf64f-200f-4688-b1e9-7f421d7b597d,66824052-2bb8-475c-b22d-f21149592f0f,2026-04-20T11:28:18.676321,7.24,6,False,4,60230.17,34387.71,94617.88,13,10,4113.82,16019.71,1289.59,128959.0,4,3244.31,1574.9,47,0.6674,worker,suspicious_worker
7ab7a45a-c20d-4e6a-8d50-d19d6144f7c5,76558105-6aec-488f-97d6-30064c2be8e2,2026-04-20T11:28:18.676345,7.93,14,False,1,48920.5,81102.78,130023.28,53,21,1757.07,3946.89,1348.14,134814.0,4,172.81,27.62,36,0.051,unknown,normal
0f26b412-d78b-4089-b190-2849b5531324,65c2f6aa-f33f-4b2a-ab25-0154f7612c20,2026-04-20T11:28:18.676370,7.07,6,False,2,23492.93,20669.25,44162.18,20,4,1840.09,3992.67,490.42,49042.0,2,341.59,243.17,22,0.1254,nozzle,nozzle_issues
a00fe245-e6d0-4f59-8c91-5bf8e28a7760,ddc54815-f262-4a5b-8019-7e49ebdf444f,2026-04-20T11:28:18.676394,11.48,23,True,4,17608.48,36867.73,54476.21,8,8,3404.76,14012.92,706.38,70638.0,3,956.33,697.32,25,0.3942,time_window,night_anomaly
3cbab338-a8f1-4307-8be9-d4e0ea5b2338,86174d98-300a-405b-9f76-fbbc8f836cee,2026-04-20T11:28:18.676421,6.15,15,False,4,73403.59,41646.22,115049.81,21,21,2739.28,6602.87,1198.39,119839.0,3,144.49,41.0,19,0.0112,unknown,normal
fc9f4584-ac18-494c-915d-6340e3271cb4,938046e6-6ee3-41a7-b75c-1d03b7fc70b8,2026-04-20T11:28:18.676447,7.06,15,False,5,12539.49,16525.7,29065.19,17,7,1211.05,2955.2,358.99,35899.0,2,710.67,62.56,7,0.097,nozzle,nozzle_issues
08e491ba-dc6e-403e-ac10-604dcca8f23a,718476dd-f68f-49aa-9c82-b7392a6ab5ea,2026-04-20T11:28:18.676473,7.15,7,False,5,46473.42,30450.49,76923.91,32,4,2136.78,6169.65,908.46,90846.0,5,4661.98,568.99,18,0.482,worker,suspicious_worker
9a574292-f5c4-4c5d-9ef9-3a69f976efa9,343e8466-7682-4533-9232-441d0a148dee,2026-04-20T11:28:18.676498,6.58,15,False,3,56022.47,96215.21,152237.68,20,24,3459.95,8202.99,1479.11,147911.0,4,99.53,58.32,24,0.0692,unknown,normal
47019d09-0bc1-4c03-97c9-99d745402d58,ab30cf33-34e9-4f7e-833f-47cf124739bc,2026-04-20T11:28:18.676524,7.02,6,False,6,68950.7,63994.7,132945.4,19,19,3498.56,8554.8,1358.3,135830.0,5,127.79,42.43,26,0.0685,unknown,normal
43cd38a8-800e-40ea-8d28-84bbc61af04c,5f0746fd-7804-4868-969f-28eae3bda745,2026-04-20T11:28:18.676548,10.0,14,False,0,57891.69,51353.42,109245.11,59,14,1496.51,2277.6,1084.65,108465.0,6,54.9,56.59,13,0.1366,unknown,normal
69ecf56a-9970-4d6c-8802-96dbd321209c,4da8187e-b754-4447-98fd-3f6b8666092c,2026-04-20T11:28:18.676574,9.33,8,False,6,61341.14,77777.0,139118.14,30,6,3864.39,12527.51,1758.63,175863.0,4,3698.87,1855.11,17,0.489,worker,suspicious_worker
c47813d6-5004-4cf5-a3dc-ec31d33900c6,8affa901-e4d5-48d9-ae0f-2d98b4deee31,2026-04-20T11:28:18.676599,8.32,16,False,1,53283.53,35671.75,88955.28,26,11,2404.2,3924.04,908.16,90816.0,5,106.17,91.35,20,0.0385,unknown,normal
d8bcc7e7-83b3-4cb4-9c1c-bb08dd8326ba,c47b8310-1674-4a6f-aa77-9946c402f034,2026-04-20T11:28:18.676624,7.93,8,False,5,23948.97,25194.01,49142.98,7,4,4467.54,11755.11,548.16,54816.0,1,702.1,303.48,17,0.2435,nozzle,nozzle_issues
47221b11-075c-469b-8a67-7cab24845bf5,db27867a-aae7-4166-83bf-f22888c7a0ef,2026-04-20T11:28:18.676648,7.46,14,False,0,11148.22,13767.67,24915.89,13,8,1186.47,3243.37,305.78,30578.0,2,175.84,131.84,5,0.1739,nozzle,nozzle_issues
18bf7cfe-22c5-4ad1-a2b3-6312d281617b,fe7c0870-400b-4ccc-a0ea-7e14bd0493e2,2026-04-20T11:28:18.676672,9.31,2,True,1,22648.57,44106.17,66754.74,14,5,3513.41,13869.95,918.12,91812.0,2,537.62,951.64,14,0.3988,time_window,night_anomaly
ae38fee9-5a0e-441b-b5d5-641ad0a90a2d,1959f151-686d-4ae8-b9c5-0c17052f90cf,2026-04-20T11:28:18.676697,6.94,15,False,1,84971.44,40032.09,125003.53,59,22,1543.25,2961.69,1266.37,126637.0,4,177.08,65.49,41,0.0923,unknown,normal
8d05645c-dc98-46ad-89be-dd60a7e6f04e,d67baa80-0585-426f-b18b-bcf93dbbbbe9,2026-04-20T11:28:18.676721,9.12,0,True,1,27229.36,32401.11,59630.47,4,6,5963.05,21666.13,754.71,75471.0,4,909.75,458.33,11,0.3905,time_window,night_anomaly
34e44b53-55ad-4229-a29c-8aac95d05354,204f2bf8-c2bc-4657-90a5-baa55f45d613,2026-04-20T11:28:18.676749,11.3,22,True,5,20373.86,21093.07,41466.93,3,6,4607.44,12581.57,569.68,56968.0,2,1637.86,284.69,29,0.2663,time_window,night_anomaly
6b1b12df-acef-4917-8cdf-4613310023d8,8222f90d-e28e-4704-85de-7b997b964ed4,2026-04-20T11:28:18.676773,9.25,7,False,2,95788.31,82127.03,177915.34,32,9,4339.4,10794.38,1729.24,172924.0,5,159.7,10.99,11,0.0198,unknown,normal
1ae57d3b-843a-44bf-8e12-21b5d42d2624,4c1f9dd2-38cd-47a2-b454-0639c82aa91d,2026-04-20T11:28:18.676797,9.15,15,False,2,28046.63,51925.87,79972.5,41,21,1289.88,2081.41,818.94,81894.0,3,95.25,77.8,42,0.089,unknown,normal
d0f5882a-d4a3-457b-bfe9-2385d236175b,a60bc9f5-466f-44bf-b447-bfcf245b4b49,2026-04-20T11:28:18.676822,6.89,15,False,0,98119.48,75986.67,174106.15,34,19,3285.02,7040.92,1672.69,167269.0,3,12.17,47.9,35,0.0639,unknown,normal
9c85efe5-b30d-419e-9768-8d4dd6e8c37e,83c15e53-b226-4352-acf3-8d9b66071caf,2026-04-20T11:28:18.676849,8.85,14,False,0,66321.93,118247.34,184569.27,23,13,5126.92,10891.21,1879.12,187912.0,5,76.18,59.74,28,0.0681,unknown,normal
0400af12-2faf-4395-823e-3b1d2f73a4cf,d11dde7a-c0f2-4ba2-875f-47ac587e3b44,2026-04-20T11:28:18.676876,6.4,16,False,0,88365.49,57071.74,145437.23,33,6,3729.16,10665.92,1823.35,182335.0,4,2948.35,1741.13,40,0.5372,worker,suspicious_worker
36720305-78e2-4415-94a2-8a339066cd90,6b77e5e4-c9bb-4a33-bfb2-588536965445,2026-04-20T11:28:18.676908,7.71,16,False,2,80689.34,39887.56,120576.9,19,7,4637.57,10813.76,1249.16,124916.0,3,86.38,74.46,33,0.1218,unknown,normal
3212dee4-569f-4301-91da-5e66894c8206,f0c6599e-8fcf-48c8-b017-7e16c10f6b1e,2026-04-20T11:28:18.676934,8.35,15,False,4,50783.82,64257.65,115041.47,57,29,1337.69,2572.29,1195.58,119558.0,3,193.68,60.04,32,0.0155,unknown,normal
f6298c20-7745-48c7-850e-45746f8881ce,7ac69d5f-00a8-4be0-a7b7-47e92049c554,2026-04-20T11:28:18.676959,6.62,14,False,1,93502.47,85447.51,178949.98,22,29,3508.82,6240.68,1816.73,181673.0,4,161.44,84.52,49,0.092,unknown,normal
67fbc201-6675-41ad-a9fe-4e60bae6b6f3,c58bafe1-4c92-49a5-8b37-2e6037287ffa,2026-04-20T11:28:18.677000,6.11,16,False,6,47054.37,67906.38,114960.75,34,7,2803.92,10775.67,1632.17,163217.0,5,1521.37,1804.79,40,0.3813,worker,suspicious_worker
63baf128-bea3-4a0e-845d-7f8314ca359b,dc89c805-278c-4a86-b26e-99fd1621bad1,2026-04-20T11:28:18.677026,9.89,6,False,5,52318.68,56348.42,108667.1,15,8,4724.66,12394.08,1436.58,143658.0,5,4218.92,1351.39,20,0.7475,worker,suspicious_worker
56771a78-9538-4d3e-8c88-fac9987a436c,b45389c2-24d3-441c-9dce-f666f9727297,2026-04-20T11:28:18.677052,9.02,6,False,5,41926.04,47353.17,89279.21,53,19,1239.99,2373.57,897.9,89790.0,4,150.99,11.38,37,0.0166,unknown,normal
07de5d70-8b56-4de3-abb6-1323ba3843fd,b1c038c9-d423-4a48-806c-07173e8db5e3,2026-04-20T11:28:18.677076,8.37,15,False,5,59510.52,26266.91,85777.43,11,3,6126.96,14758.9,1170.1,117010.0,4,4185.72,1646.24,33,0.4977,worker,suspicious_worker
9d38999a-5f64-4306-8f46-46cdfb250d6b,d48ba957-685c-4c1b-8712-1fe7ad1eba8c,2026-04-20T11:28:18.677100,8.99,7,False,1,64105.26,64078.36,128183.62,57,30,1473.37,2731.87,1256.25,125625.0,6,172.35,4.23,11,0.069,unknown,normal
16cf330c-93a5-40c5-97f0-584d14bbce8d,2dff9782-b97c-4cbd-9473-e3dc992fc9ff,2026-04-20T11:28:18.677124,7.25,14,False,4,54192.94,76139.31,130332.25,40,5,2896.27,7142.78,1285.31,128531.0,4,160.26,61.81,33,0.0132,unknown,normal
ae0d92b5-583d-47be-8a6a-2fb5761caa61,795fa3c9-99f5-4a99-850e-dea45862da93,2026-04-20T11:28:18.677148,6.97,15,False,3,14721.88,19990.54,34712.42,15,5,1735.62,3470.55,409.59,40959.0,1,153.47,271.63,21,0.152,nozzle,nozzle_issues
10ec8a75-325b-4793-b4fd-e80be3dccb5d,6dc81c63-e39e-4831-8612-4ba507434674,2026-04-20T11:28:18.677173,9.4,23,True,1,7915.16,23488.0,31403.16,5,2,4486.17,11356.46,482.24,48224.0,4,1140.0,779.0,29,0.2738,time_window,night_anomaly
528fc8db-7ed5-4d68-9b08-dc2ae6e3aa53,25745d56-4882-45eb-9c93-3beb603b5e30,2026-04-20T11:28:18.677198,9.53,16,False,5,102216.64,46270.06,148486.7,20,5,5939.47,17102.86,1983.84,198384.0,6,3047.73,954.23,32,0.6161,worker,suspicious_worker
